 0.44044,  1.24673,  1.57584
 0.85038,  1.19129, -1.41012
 1.21357,  0.75960,  0.87906
-1.00445,  1.32230,  0.06278
 1.51456,  0.25488, -0.94377
-0.16658,  1.00031,  0.94680
 0.32860,  0.69293, -1.22400
-0.63272,  1.77062, -0.92064
 0.71420,  1.09832,  1.32490
-1.58298, -0.54773,  0.55224
-1.32434, -1.43774,  1.64681
 1.51887, -0.19890,  1.33261
 0.82157, -0.83133,  1.53196
 1.60610,  0.84670,  0.61931
 0.08161, -0.55553, -0.58574
 0.90692, -1.12795, -1.73336
 1.19893,  0.59441,  0.68318
 0.45555, -0.11571, -0.77630
-1.23426, -0.64728,  0.90075
-1.53134, -0.74805,  0.28521
 1.01836,  0.13539,  0.35685
-1.40087, -0.30684,  1.00658
-0.72331,  0.99508,  0.41586
 1.54152,  0.09799, -0.90627
 1.56758,  1.68532, -0.61373
-0.92577,  0.07858, -0.34365
-1.33258,  1.40684, -0.57389
-1.56331,  1.28331,  0.63154
 0.22213, -0.81334, -1.77903
-1.00417,  0.11517,  1.60245
 1.01910,  1.42558,  0.45509
-0.20248,  0.64781,  0.13033
-0.45671,  1.47043, -1.19567
-0.02863,  0.49339,  1.30297
 0.53143, -1.59308, -0.59397
-1.14601,  0.94213, -0.55857
 1.54581, -0.61916,  0.63258
 0.04426,  1.77032, -0.96433
 0.26392,  0.91589,  0.84310
 0.24070,  1.66193, -0.95091
-1.51684, -1.16316,  0.40070
 1.70608, -1.17058, -1.40505
-1.44954, -0.16189, -0.22793
 0.13497,  1.41912, -0.35626
-1.72298,  0.39946, -0.37145
-0.05157,  0.15324,  0.33052
 1.62403, -0.01212,  1.36691
 1.07459, -1.58872,  1.18413
-1.03873, -1.70302, -0.46087
 0.66683, -0.22900, -0.51922
-1.70527, -1.31363,  1.55954
 0.13971, -0.53407,  0.19252
 1.74626, -1.43842,  1.50111
-1.61394,  0.13690, -0.31338
 1.58856, -0.77352,  0.00602
 0.30116,  0.68455,  1.32478
-1.08615,  1.25012, -0.49024
-1.58737,  1.10418,  1.54817
 0.77948, -0.69647, -1.38425
-1.22647, -0.98000,  0.79524
 0.34664, -1.16434,  0.28634
-1.44191, -0.51671,  0.02090
 1.53003,  1.38619, -1.18683
-0.03001, -0.08731,  1.64311
 0.89852, -0.74881, -0.88922
 1.48459,  0.69656, -1.57572
 1.19826,  1.22173, -1.42692
 1.69013,  2.78172, -1.75701
-0.56273, -0.03450,  2.74133
 0.67292, -1.20936, -0.24458
-1.72188,  0.02178,  0.75160
 1.87175,  1.04939,  0.80300
 2.64087,  0.95860,  0.23144
 1.74482, -0.37098, -0.66834
 0.42182,  1.49091,  0.36379
 1.85705, -1.49711,  2.24534
-1.19648,  1.55392,  0.30656
 2.19407,  2.54681,  0.45478
-1.10121,  2.15553,  1.10149
 2.18500, -1.49316, -1.48707
 2.11655, -1.33779,  1.94277
 1.53483, -0.23674, -0.07661
-0.27810,  1.29275,  1.12441
-0.33474,  2.52364,  2.51716
 2.67694, -1.74215,  1.75638
-0.05144,  0.25674, -0.25336
 0.52191, -0.57287,  2.52291
 2.63481,  1.70063, -0.82205
 2.06954,  0.58732,  1.08838
-1.67835,  2.17791, -1.62149
-1.47741, -0.73582, -1.62489
-1.58876, -1.65529,  2.03640
-1.15921,  2.54448, -1.67697
-0.86138,  1.01743, -1.00213
-0.87158, -1.78108,  0.18710
-0.59039,  0.47467, -1.24646
 2.64171, -1.03061,  1.77725
-1.19601, -0.92196,  0.20570
 2.21185,  0.34321,  1.68182
 1.80390, -1.20448,  0.86142
