 0.41447,  0.72857, -1.69933, -0.57881, -0.66716, -1.90920
-1.17934,  0.77056,  0.17992, -1.02305, -0.39725,  0.28519
-0.72394,  0.31802, -0.60837, -0.06101,  0.49589,  1.74999
 1.15062, -0.67948,  0.25151, -0.36591,  0.28257,  2.02432
-0.98430,  1.32569,  0.70019,  0.06749,  0.33485,  0.45516
 0.70814, -0.99380, -0.59912, -0.90792,  0.58793, -1.61161
 0.64649,  0.96368, -0.28018, -0.23804, -0.38516,  0.23840
-1.02467,  0.95191,  0.99027,  1.07421, -0.59169,  0.30648
 0.59543, -0.38318,  1.22931, -0.34022,  0.21555, -0.01316
-1.73673, -1.17309,  0.61372, -0.59407,  0.99500, -1.54348
 0.22627, -0.94716, -0.46536, -1.14268,  0.07862,  1.01506
 1.10051, -0.43428,  0.43840, -0.48064,  1.81078,  0.74775
-0.57025,  0.39325,  1.36277,  0.81718,  0.55859, -0.66089
-1.50291, -0.25511,  0.14004,  2.18857, -0.67205, -0.59191
 0.52653,  0.91694,  0.41631, -2.36923,  0.42964, -0.47347
 0.07838,  0.89443,  1.11799, -0.40577,  2.27431,  0.19364
 0.68740,  0.62955,  0.72504,  1.73715, -0.15716, -1.10290
-0.87796,  0.85360,  1.53416, -0.07430,  1.91428,  1.02242
 0.56662, -0.32132,  2.43702, -0.20468,  1.37469, -0.90066
-0.66162, -1.45959,  0.69724, -0.83759,  1.42343, -0.51030
 0.65695, -0.16218,  2.26610,  0.87962,  1.53872, -1.16743
 0.23897,  0.13325, -1.06111,  0.04821,  0.90570,  1.06304
 1.76172,  1.73718,  1.05058, -0.64480, -0.04269, -0.64883
-1.34012, -0.76596,  1.27901,  0.21495, -0.67414,  0.84399
 0.04128, -0.68019,  1.16307,  0.17489,  1.01642,  1.08205
 1.35551,  0.25362, -0.64565,  1.34685, -0.89699, -0.32515
-0.38935, -0.93466, -1.90372,  0.38185,  0.85990, -1.56708
 0.95571,  0.84479, -0.84391,  0.77361, -0.14443,  1.99459
 1.67909, -1.15703,  1.11620, -0.46570,  0.85831,  1.65182
-1.31794, -0.40436,  0.97166,  2.09360, -1.50465,  2.65131
 1.91745, -1.74799, -0.52962,  0.28524,  1.41318, -1.51153
-0.40032,  1.83196,  0.61245, -1.64769,  1.21361,  0.25046
-1.52277, -0.89132,  0.56326, -0.26263, -0.13161, -1.45763
-0.47562,  0.11222,  1.49856,  0.83187,  1.01117, -0.22487
 1.77594,  1.09740,  0.30923,  1.52433, -0.01538, -1.28788
 1.34423,  0.89566,  0.63376,  0.11512, -0.49241,  1.08190
 1.90132,  0.15399,  0.55430, -0.45471,  3.31622,  1.37079
 1.33890,  2.48132,  0.11552,  3.74768,  0.83510,  1.12775
 0.58388,  0.60660,  0.66940,  0.74419,  2.07936, -0.68153
 0.75495,  0.44336,  1.01913,  0.18555, -0.17993,  0.14087
